ASV_ID,group,taxon1,taxon2,taxon3,taxon4,taxon5,mean_similarity
ASV1,planktonic,Globothalamea,Rotaliida,Globigerinitidae,Globigerinita,Globigerinita_uvula,1
ASV2,planktonic,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina_pachyderma,1
ASV3,benthic,Monothalamea,CladeBM,CladeBM_X,Micrometula,Micrometula_sp,1
ASV4,planktonic,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina_pachyderma,0.987
ASV5,benthic,Monothalamea,CladeA,Limaxiidae,Limaxia,Limaxia_alba,1
ASV6,benthic,Globothalamea,Rotaliida,Rotaliida_X,Rotaliida_XX,Rotaliida_XX_sp,0.992
ASV7,benthic,Globothalamea,Textulariida,Ammosphaeroidinidae,Cribrostomoides,Cribrostomoides_crassimargo,1
ASV8,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_dentaliniformis,1
ASV9,benthic,Globothalamea,Rotaliida,Stainforthiidae,Stainforthia,Stainforthia_sp,0.923
ASV10,unassigned,unassigned,unassigned,,,,
ASV11,benthic,Globothalamea,Rotaliida,Stainforthiidae,Stainforthia,Stainforthia_sp,1
ASV12,benthic,Globothalamea,Rotaliida,Rotaliida_X,Rotaliida_XX,Rotaliida_XX_sp,0.952
ASV13,benthic,Monothalamea,CladeC,CladeC_X,Cylindrogullmia,Cylindrogullmia_alba,1
ASV14,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_sp,0.943
ASV15,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.967
ASV16,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicides,Cibicides_sp,0.929
ASV17,benthic,Monothalamea,CladeC,CladeC_X,Toxisarcon,Toxisarcon_sp,1
ASV18,benthic,Monothalamea,CladeY,CladeY_X,,,1
ASV19,unassigned,unassigned,unassigned,,,,
ASV20,planktonic,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina_pachyderma,0.993
ASV21,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.923
ASV22,planktonic,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina_pachyderma,0.98
ASV24,benthic,Globothalamea,Rotaliida,Rosalinidae,Rosalina,Rosalina_sp,1
ASV25,planktonic,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina_pachyderma,0.993
ASV26,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.95
ASV27,benthic,Globothalamea,Textulariida,Ammosphaeroidinidae,Cribrostomoides,Cribrostomoides_jeffreysii,0.915
ASV28,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.958
ASV29,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,1
ASV30,benthic,Globothalamea,Rotaliida,Buliminellidae,Buliminella,Buliminella_elegantissima,0.902
ASV31,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicides,Cibicides_fletcheri,1
ASV32,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_sp,1
ASV33,benthic,Globothalamea,Rotaliida,Globobuliminidae,Globobulimina,Globobulimina_auriculata,0.985
ASV34,unassigned,unassigned,unassigned,,,,
ASV35,unassigned,unassigned,unassigned,,,,
ASV36,benthic,Globothalamea,Rotaliida,Nonionidae,Nonionellina,Nonionellina_labradorica,1
ASV38,benthic,Globothalamea,Rotaliida,Globobuliminidae,Globobulimina,Globobulimina_auriculata,0.993
ASV39,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.983
ASV40,unassigned,unassigned,unassigned,,,,
ASV41,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.93
ASV42,benthic,Globothalamea,Rotaliida,Nonionidae,Nonionellina,Nonionellina_labradorica,1
ASV43,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.908
ASV44,planktonic,Globothalamea,Rotaliida,Globigerinitidae,Globigerinita,Globigerinita_uvula,1
ASV45,benthic,Globothalamea,Rotaliida,Melonidae,,,1
ASV47,benthic,Monothalamea,CladeA,Limaxiidae,Limaxia,Limaxia_alba,0.992
ASV48,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,1
ASV49,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.977
ASV50,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.938
ASV51,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_sp,0.923
ASV53,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,1
ASV54,benthic,Globothalamea,Rotaliida,Globobuliminidae,Globobulimina,Globobulimina_auriculata,1
ASV55,benthic,Globothalamea,Rotaliida,Melonidae,Melonis,Melonis_barleeanum,0.992
ASV56,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.992
ASV57,benthic,Globothalamea,Rotaliida,Cibicididae,,,1
ASV58,unassigned,unassigned,unassigned,,,,
ASV60,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.938
ASV61,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.938
ASV62,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_sp,1
ASV63,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_helenae,1
ASV64,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.984
ASV65,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_sp,1
ASV66,unassigned,unassigned,unassigned,,,,
ASV67,benthic,Globothalamea,Rotaliida,Rosalinidae,Rupertina,Rupertina_sp,1
ASV68,unassigned,unassigned,unassigned,,,,
ASV69,unassigned,unassigned,unassigned,,,,
ASV70,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.952
ASV71,benthic,Monothalamea,CladeV,CladeV_X,CladeV_XX,CladeV_XX_sp,1
ASV72,unassigned,unassigned,unassigned,,,,
ASV73,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_sp,1
ASV74,benthic,Globothalamea,Rotaliida,Pseudoparrellidae,,,0.917
ASV75,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.992
ASV76,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,1
ASV77,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.908
ASV78,benthic,Monothalamea,CladeBM,CladeBM_X,Micrometula,Micrometula_sp,1
ASV79,unassigned,unassigned,unassigned,,,,
ASV80,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,1
ASV81,unassigned,unassigned,unassigned,,,,
ASV82,benthic,Monothalamea,CladeC,CladeC_X,,,1
ASV83,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.944
ASV84,unassigned,unassigned,unassigned,,,,
ASV85,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,1
ASV86,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_sp,0.993
ASV87,unassigned,unassigned,unassigned,,,,
ASV90,unassigned,unassigned,unassigned,,,,
ASV91,unassigned,unassigned,unassigned,,,,
ASV92,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,1
ASV93,benthic,Monothalamea,CladeC,Bathyallogromiidae,Bathyallogromia,Bathyallogromia_kalaallita,1
ASV94,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_sp,1
ASV95,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.919
ASV96,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.944
ASV97,benthic,Globothalamea,Robertinida,Robertinidae,Robertina,Robertina_arctica,1
ASV98,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.99
ASV100,benthic,Globothalamea,Rotaliida,Stainforthiidae,Stainforthia,Stainforthia_sp,0.923
ASV101,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_sp,1
ASV102,unassigned,unassigned,unassigned,,,,
ASV103,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.944
ASV105,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,1
ASV106,unassigned,unassigned,unassigned,,,,
ASV107,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,1
ASV108,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.984
ASV109,benthic,Globothalamea,Rotaliida,Globobuliminidae,Globobulimina,Globobulimina_auriculata,0.993
ASV110,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides_lobatulus,1
ASV111,benthic,Globothalamea,Rotaliida,Alabaminidae,Oridorsalis,Oridorsalis_sp,0.921
ASV112,benthic,Globothalamea,Rotaliida,Notorotaliidae,Buccella,Buccella_sp,0.912
ASV113,benthic,Monothalamea,CladeD,Hippocrepinellidae,,,1
ASV114,unassigned,unassigned,unassigned,,,,
ASV115,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.916
ASV116,unassigned,unassigned,unassigned,,,,
ASV117,unassigned,unassigned,unassigned,,,,
ASV118,unassigned,unassigned,unassigned,,,,
ASV119,planktonic,Globothalamea,Rotaliida,Globorotaliidae,Neogloboquadrina,Neogloboquadrina_pachyderma,0.98
ASV120,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.962
ASV121,unassigned,unassigned,unassigned,,,,
ASV122,benthic,Globothalamea,Rotaliida,Buliminoididae,Buliminoides,Buliminoides_sp,0.919
ASV123,benthic,Globothalamea,Rotaliida,Rotaliida_X,Rotaliida_XX,Rotaliida_XX_sp,1
ASV124,benthic,Monothalamea,CladeC,Bathyallogromiidae,Bathyallogromia,Bathyallogromia_kalaallita,0.993
ASV125,benthic,Globothalamea,Rotaliida,Cassidulinidae,,,1
ASV126,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.992
ASV127,unassigned,unassigned,unassigned,,,,
ASV128,unassigned,unassigned,unassigned,,,,
ASV129,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,1
ASV130,benthic,Monothalamea,CladeC,CladeC_X,Hippocrepinella,Hippocrepinella_alba,0.904
ASV131,unassigned,unassigned,unassigned,,,,
ASV132,unassigned,unassigned,unassigned,,,,
ASV134,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides_sp,0.936
ASV135,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.916
ASV136,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,1
ASV137,unassigned,unassigned,unassigned,,,,
ASV138,benthic,Monothalamea,CladeC,CladeC_X,Hippocrepinella,Hippocrepinella_alba,0.905
ASV139,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides_sp,0.952
ASV140,unassigned,unassigned,unassigned,,,,
ASV141,unassigned,unassigned,unassigned,,,,
ASV142,unassigned,unassigned,unassigned,,,,
ASV143,unassigned,unassigned,unassigned,,,,
ASV144,unassigned,unassigned,unassigned,,,,
ASV145,unassigned,unassigned,unassigned,,,,
ASV146,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.975
ASV147,benthic,Globothalamea,Rotaliida,Rosalinidae,Rosalina,Rosalina_sp,1
ASV148,benthic,Globothalamea,Rotaliida,Globobuliminidae,Globobulimina,Globobulimina_auriculata,0.957
ASV149,unassigned,unassigned,unassigned,,,,
ASV150,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides_sp,0.944
ASV151,unassigned,unassigned,unassigned,,,,
ASV152,benthic,Globothalamea,Rotaliida,Globigerinitidae,Globigerinita,Globigerinita_uvula,0.91
ASV153,unassigned,unassigned,unassigned,,,,
ASV154,benthic,Monothalamea,CladeA,Limaxiidae,Limaxia,Limaxia_sp,1
ASV155,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.992
ASV157,unassigned,unassigned,unassigned,,,,
ASV158,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_sp,0.986
ASV159,unassigned,unassigned,unassigned,,,,
ASV160,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.993
ASV161,benthic,Monothalamea,ENFOR3,ENFOR3_X,ENFOR3_XX,ENFOR3_XX_sp,0.973
ASV162,benthic,Monothalamea,ENFOR3,ENFOR3_X,ENFOR3_XX,ENFOR3_XX_sp,0.973
ASV163,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.992
ASV164,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.972
ASV165,unassigned,unassigned,unassigned,,,,
ASV166,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.99
ASV167,unassigned,unassigned,unassigned,,,,
ASV168,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,0.943
ASV169,unassigned,unassigned,unassigned,,,,
ASV170,unassigned,unassigned,unassigned,,,,
ASV171,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides_sp,0.93
ASV172,benthic,Monothalamea,CladeBM,CladeBM_X,Micrometula,Micrometula_sp,0.992
ASV174,benthic,Globothalamea,Textulariida,Trochamminidae,Trochammina,Trochammina_hadai,0.907
ASV175,unassigned,unassigned,unassigned,,,,
ASV176,benthic,Monothalamea,ENFOR2,ENFOR2_X,ENFOR2_XX,ENFOR2_XX_sp,0.975
ASV177,unassigned,unassigned,unassigned,,,,
ASV178,unassigned,unassigned,unassigned,,,,
ASV179,benthic,Globothalamea,Rotaliida,Nonionidae,Nonionoides,Nonionoides_sp,0.915
ASV180,unassigned,unassigned,unassigned,,,,
ASV181,unassigned,unassigned,unassigned,,,,
ASV182,unassigned,unassigned,unassigned,,,,
ASV183,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.916
ASV184,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides_sp,0.936
ASV185,unassigned,unassigned,unassigned,,,,
ASV186,benthic,Globothalamea,Rotaliida,Stainforthiidae,,,1
ASV187,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON_5,ICEMON_5_sp,0.926
ASV190,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.91
ASV191,unassigned,unassigned,unassigned,,,,
ASV193,unassigned,unassigned,unassigned,,,,
ASV194,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,0.94
ASV195,benthic,Globothalamea,Rotaliida,Epistomariidae,Nuttallides,Nuttallides_sp,0.903
ASV196,unassigned,unassigned,unassigned,,,,
ASV197,unassigned,unassigned,unassigned,,,,
ASV198,benthic,Globothalamea,Rotaliida,Stainforthiidae,Stainforthia,Stainforthia_sp,0.915
ASV199,unassigned,unassigned,unassigned,,,,
ASV200,benthic,Globothalamea,Rotaliida,Chilostomellidae,Chilostomella,Chilostomella_ovoidea,0.931
ASV201,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.953
ASV202,benthic,Globothalamea,Rotaliida,Nummulitidae,Cycloclypeus,Cycloclypeus_carpenteri,0.912
ASV204,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,0.941
ASV205,unassigned,unassigned,unassigned,,,,
ASV206,unassigned,unassigned,unassigned,,,,
ASV207,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.932
ASV208,unassigned,unassigned,unassigned,,,,
ASV209,unassigned,unassigned,unassigned,,,,
ASV210,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.961
ASV211,unassigned,unassigned,unassigned,,,,
ASV212,unassigned,unassigned,unassigned,,,,
ASV213,benthic,Globothalamea,Rotaliida,Buliminoididae,Buliminoides,Buliminoides_sp,0.911
ASV214,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.938
ASV215,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.941
ASV216,unassigned,unassigned,unassigned,,,,
ASV217,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.926
ASV218,benthic,Globothalamea,Rotaliida,Bolivinitidae,Bolivina,Bolivina_skagerrakensis,0.917
ASV220,unassigned,unassigned,unassigned,,,,
ASV221,benthic,Globothalamea,Rotaliida,Nonionidae,Nonionellina,Nonionellina_labradorica,1
ASV222,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides_lobatulus,1
ASV224,benthic,Globothalamea,Rotaliida,Pulleniidae,Pullenia,Pullenia_sp,0.944
ASV225,benthic,Monothalamea,CladeC,CladeC_X,CladeC_XX,CladeC_XX_sp,0.909
ASV226,unassigned,unassigned,unassigned,,,,
ASV227,unassigned,unassigned,unassigned,,,,
ASV228,benthic,Globothalamea,Textulariida,Ammosphaeroidinidae,Cribrostomoides,Cribrostomoides_sp,1
ASV229,unassigned,unassigned,unassigned,,,,
ASV230,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,0.919
ASV231,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.984
ASV232,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.9
ASV233,benthic,Globothalamea,Rotaliida,Elphidiidae,Elphidium,Elphidium_excavatum,1
ASV236,unassigned,unassigned,unassigned,,,,
ASV237,unassigned,unassigned,unassigned,,,,
ASV238,benthic,Monothalamea,CladeL_O,CladeL_O_X,,,0.914
ASV239,benthic,Globothalamea,Rotaliida,Globorotaliidae,Globorotalia,Globorotalia_scitula,0.916
ASV240,unassigned,unassigned,unassigned,,,,
ASV241,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,0.993
ASV242,unassigned,unassigned,unassigned,,,,
ASV243,benthic,Monothalamea,CladeB,CladeB_X,Psammosphaera_like,Psammosphaera_like_sp,0.905
ASV244,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.974
ASV245,unassigned,unassigned,unassigned,,,,
ASV246,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.966
ASV247,benthic,Monothalamea,CladeBM,CladeBM_X,Micrometula,Micrometula_sp,0.96
ASV248,benthic,Monothalamea,CladeD,Hippocrepinellidae,,,0.917
ASV249,unassigned,unassigned,unassigned,,,,
ASV250,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.9
ASV251,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.962
ASV252,unassigned,unassigned,unassigned,,,,
ASV253,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.955
ASV254,benthic,Globothalamea,Textulariida,Reophacidae,,,1
ASV255,unassigned,unassigned,unassigned,,,,
ASV256,unassigned,unassigned,unassigned,,,,
ASV257,unassigned,unassigned,unassigned,,,,
ASV258,unassigned,unassigned,unassigned,,,,
ASV259,benthic,Globothalamea,Rotaliida,Elphidiidae,Elphidium,Elphidium_excavatum,0.992
ASV260,unassigned,unassigned,unassigned,,,,
ASV261,benthic,Monothalamea,CladeC,CladeC_X,,,0.958
ASV262,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.905
ASV263,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.91
ASV264,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.955
ASV265,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.9
ASV266,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.938
ASV267,benthic,Globothalamea,Rotaliida,Buliminidae,Bulimina,Bulimina_elongata,0.91
ASV268,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.99
ASV269,benthic,Monothalamea,CladeG,,,,0.924
ASV270,unassigned,unassigned,unassigned,,,,
ASV271,benthic,Monothalamea,Xenophyophoroidea,Syringamminidae,Syringammina,Syringammina_limosa,0.911
ASV272,benthic,Globothalamea,Rotaliida,Globobuliminidae,Globobulimina,Globobulimina_auriculata,0.985
ASV273,benthic,Globothalamea,Rotaliida,Bolivinitidae,Bolivinellina,Bolivinellina_pseudopunctata,1
ASV274,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.927
ASV275,benthic,Globothalamea,Textulariida,Ammosphaeroidinidae,Cribrostomoides,Cribrostomoides_sp,0.925
ASV276,unassigned,unassigned,unassigned,,,,
ASV277,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.977
ASV278,unassigned,unassigned,unassigned,,,,
ASV279,benthic,Globothalamea,Rotaliida,Pseudoparrellidae,Stetsonia,Stetsonia_sp,0.977
ASV280,unassigned,unassigned,unassigned,,,,
ASV281,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.903
ASV282,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_dentaliniformis,0.992
ASV284,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.959
ASV285,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_magnetica,0.993
ASV286,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.937
ASV287,benthic,Globothalamea,Rotaliida,Murrayinellidae,Murrayinella,Murrayinella_globosa,0.926
ASV288,unassigned,unassigned,unassigned,,,,
ASV289,benthic,Globothalamea,Rotaliida,Buliminidae,Bulimina,Bulimina_elongata,0.913
ASV290,unassigned,unassigned,unassigned,,,,
ASV292,benthic,Globothalamea,Rotaliida,Pseudoparrellidae,Epistominella,Epistominella_sp,1
ASV293,unassigned,unassigned,unassigned,,,,
ASV295,benthic,Globothalamea,Rotaliida,Pulleniidae,Pullenia,Pullenia_sp,0.992
ASV296,unassigned,unassigned,unassigned,,,,
ASV297,benthic,Monothalamea,CladeD,Hippocrepinellidae,Hippocrepinella,Hippocrepinella_sp,0.984
ASV298,benthic,Globothalamea,Textulariida,Eggerellidae,Eggerella,Eggerella_sp,0.992
ASV299,unassigned,unassigned,unassigned,,,,
ASV300,unassigned,unassigned,unassigned,,,,
ASV301,unassigned,unassigned,unassigned,,,,
ASV302,unassigned,unassigned,unassigned,,,,
ASV303,unassigned,unassigned,unassigned,,,,
ASV304,benthic,Monothalamea,CladeG,Shepheardellidae,Shepheardellidae_X,Shepheardellidae_X_sp,0.916
ASV305,unassigned,unassigned,unassigned,,,,
ASV306,benthic,Monothalamea,ENFOR8,ENFOR8_X,ENFOR8_XX,ENFOR8_XX_sp,0.91
ASV307,unassigned,unassigned,unassigned,,,,
ASV308,benthic,Monothalamea,CladeC,CladeC_X,,,0.918
ASV309,benthic,Monothalamea,CladeBM,CladeBM_X,,,0.983
ASV310,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.99
ASV312,unassigned,unassigned,unassigned,,,,
ASV313,unassigned,unassigned,unassigned,,,,
ASV314,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.903
ASV315,unassigned,unassigned,unassigned,,,,
ASV316,benthic,Tubothalamea,Miliolida,Hauerinidae,Pyrgo,Pyrgo_elongata,1
ASV317,benthic,Monothalamea,CladeE,Psammophagidae,Psammophaga,Psammophaga_sp,0.986
ASV318,benthic,Monothalamea,CladeG,CladeG_X,CladeG_XX,CladeG_XX_sp,0.931
ASV319,unassigned,unassigned,unassigned,,,,
ASV320,unassigned,unassigned,unassigned,,,,
ASV321,unassigned,unassigned,unassigned,,,,
ASV322,benthic,Monothalamea,ENFOR5,ENFOR5_X,ENFOR5_XX,ENFOR5_XX_sp,0.948
ASV323,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.93
ASV324,unassigned,unassigned,unassigned,,,,
ASV325,unassigned,unassigned,unassigned,,,,
ASV326,benthic,Monothalamea,CladeB,CladeB_X,CladeB_XX,CladeB_XX_sp,1
ASV327,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,ICEMON_5,ICEMON_5_sp,0.917
ASV328,unassigned,unassigned,unassigned,,,,
ASV329,benthic,Monothalamea,CladeB,CladeB_X,Psammosphaera_like,Psammosphaera_like_sp,1
ASV330,benthic,Monothalamea,CladeY,CladeY_X,CladeY_XX,CladeY_XX_sp,0.99
ASV331,benthic,Globothalamea,Rotaliida,Cassidulinidae,Cassidulina,Cassidulina_sp,0.988
ASV332,benthic,Monothalamea,CladeG,Shepheardellidae,Nemogullmia,Nemogullmia_sp,0.936
ASV333,benthic,Globothalamea,Textulariida,Textulariida_X,Textulariida_XX,Textulariida_XX_sp,1
ASV334,benthic,Monothalamea,Monothalamea_X,Monothalamea_XX,Monothalamea_XXX,Monothalamea_XXX_sp,0.977
ASV335,unassigned,unassigned,unassigned,,,,
ASV336,unassigned,unassigned,unassigned,,,,
ASV337,benthic,Monothalamea,CladeY,CladeY_X,,,0.99
ASV338,unassigned,unassigned,unassigned,,,,
ASV339,benthic,Monothalamea,CladeY,CladeY_X,Nujappikia,Nujappikia_idaliae,1
ASV340,unassigned,unassigned,unassigned,,,,
ASV341,unassigned,unassigned,unassigned,,,,
ASV342,unassigned,unassigned,unassigned,,,,
ASV343,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicidoides,Cibicidoides_dispars,0.951
ASV345,benthic,Monothalamea,CladeA,CladeA_X,CladeA_XX,CladeA_XX_sp,0.985
ASV346,unassigned,unassigned,unassigned,,,,
ASV347,unassigned,unassigned,unassigned,,,,
ASV348,unassigned,unassigned,unassigned,,,,
ASV349,unassigned,unassigned,unassigned,,,,
ASV350,unassigned,unassigned,unassigned,,,,
ASV351,benthic,Globothalamea,Rotaliida,Cibicididae,Cibicides,Cibicides_sp,0.944
ASV352,benthic,Globothalamea,Textulariida,Reophacidae,Reophax,Reophax_sp,0.971
